pwsId,year,analyteCode,pwsName,countyServed,cityServed,waterSource,mean,max,populationServed,fips,
"1420006","2021","Radium","Marshall","Lyon","Marshall","Groundwater","0.5 pCi/L (ND)","0.5 pCi/L (ND)","13680","27083"
"1420007","2021","Radium","Minneota","Lyon","Minneota","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","1380","27083"
"1420008","2021","Radium","Russell","Lyon","Russell","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","338","27083"
"1420009","2021","Radium","Taunton","Lyon","Taunton","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","135","27083"
"1420010","2021","Radium","Tracy","Lyon","Tracy","Groundwater","0.5 pCi/L (ND)","0.5 pCi/L (ND)","2154","27083"
"1420001","2022","Radium","Balaton","Lyon","Balaton","Groundwater","0.5 pCi/L (ND)","0.5 pCi/L (ND)","639","27083"
"1420002","2022","Radium","Cottonwood","Lyon","Cottonwood","Groundwater","0.5 pCi/L (ND)","0.5 pCi/L (ND)","1212","27083"
"1420003","2022","Radium","Florence","Lyon","Florence","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","39","27083"
"1420011","2022","Radium","Garvin","Lyon","Garvin","Purchased Groundwater","0.5 pCi/L (ND)","0.5 pCi/L (ND)","135","27083"
"1420004","2022","Radium","Ghent","Lyon","Ghent","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","364","27083"
"1420012","2022","Radium","Fairview Township Water Association","Lyon","Green Valley","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","89","27083"
"1420005","2022","Radium","Lynd","Lyon","Lynd","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","448","27083"
"1420006","2022","Radium","Marshall","Lyon","Marshall","Groundwater","0.5 pCi/L (ND)","0.5 pCi/L (ND)","13680","27083"
"1420007","2022","Radium","Minneota","Lyon","Minneota","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","1380","27083"
"1420008","2022","Radium","Russell","Lyon","Russell","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","338","27083"
"1420009","2022","Radium","Taunton","Lyon","Taunton","Purchased Groundwater","0.8 pCi/L","1.1 pCi/L","135","27083"
"1420010","2022","Radium","Tracy","Lyon","Tracy","Groundwater","0.5 pCi/L (ND)","0.5 pCi/L (ND)","2154","27083"
"1420001","2020","TCE","Balaton","Lyon","Balaton","Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","639","27083"
"1420002","2020","TCE","Cottonwood","Lyon","Cottonwood","Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","1212","27083"
"1420003","2020","TCE","Florence","Lyon","Florence","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","39","27083"
"1420011","2020","TCE","Garvin","Lyon","Garvin","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","135","27083"
"1420004","2020","TCE","Ghent","Lyon","Ghent","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","364","27083"
"1420012","2020","TCE","Fairview Township Water Association","Lyon","Green Valley","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","89","27083"
"1420005","2020","TCE","Lynd","Lyon","Lynd","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","448","27083"
"1420006","2020","TCE","Marshall","Lyon","Marshall","Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","13680","27083"
"1420007","2020","TCE","Minneota","Lyon","Minneota","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","1380","27083"
"1420008","2020","TCE","Russell","Lyon","Russell","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","338","27083"
"1420009","2020","TCE","Taunton","Lyon","Taunton","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","135","27083"
"1420010","2020","TCE","Tracy","Lyon","Tracy","Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","2154","27083"
"1420001","2021","TCE","Balaton","Lyon","Balaton","Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","639","27083"
"1420002","2021","TCE","Cottonwood","Lyon","Cottonwood","Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","1212","27083"
"1420003","2021","TCE","Florence","Lyon","Florence","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","39","27083"
"1420011","2021","TCE","Garvin","Lyon","Garvin","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","135","27083"
"1420004","2021","TCE","Ghent","Lyon","Ghent","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","364","27083"
"1420012","2021","TCE","Fairview Township Water Association","Lyon","Green Valley","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","89","27083"
"1420005","2021","TCE","Lynd","Lyon","Lynd","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","448","27083"
"1420006","2021","TCE","Marshall","Lyon","Marshall","Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","13680","27083"
"1420007","2021","TCE","Minneota","Lyon","Minneota","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","1380","27083"
"1420008","2021","TCE","Russell","Lyon","Russell","Purchased Groundwater","0.05 ug/L (ND)","0.05 ug/L (ND)","338","27083"
